movie,actor,name,level,description
Raiders of the Lost Ark,Harrison Ford,Indiana Jones,main,archaeology professor and adventurer
Raiders of the Lost Ark,Karen Allen,Marion Ravenwood,main,"spirited, tough bar owner and Jones' former lover"
Raiders of the Lost Ark,Paul Freeman,René Belloq,main,"rival archaeologist to Jones, in the employ of the Nazis"
Raiders of the Lost Ark,Ronald Lacey,Major Arnold Toht,main,sadistic Gestapo agent
Raiders of the Lost Ark,John Rhys-Davies,Sallah,main,Egyptian excavator and old acquaintance of Jones
Raiders of the Lost Ark,Denholm Elliott,Marcus Brody,main,museum curator and Jones' loyal friend
Raiders of the Lost Ark,Wolf Kahler,Colonel Dietrich,supporting,Nazi officer
Raiders of the Lost Ark,Anthony Higgins,Major Gobler,supporting,Dietrich's right-hand man
Raiders of the Lost Ark,Don Fellows,Colonel Musgrove,supporting,United States Army Intelligence agent
Raiders of the Lost Ark,William Hootkins,Major Eaton,supporting,United States Army Intelligence agent
Raiders of the Lost Ark,George Harris,Simon Katanga,supporting,captain of the Bantu Wind tramp steamer
Raiders of the Lost Ark,Fred Sorenson,Jock,supporting,Jones' pilot
Raiders of the Lost Ark,Alfred Molina,Satipo,supporting,Jones' guide
Raiders of the Lost Ark,Frank Marshall,Flying Wing pilot,minor,
Raiders of the Lost Ark,Pat Roach,Nazi who brawls with Jones by the Flying Wing,minor,
Raiders of the Lost Ark,Pat Roach,one of Toht's Nepalese Sherpas,minor,
Raiders of the Lost Ark,Vic Tablian,Barranca,minor,Jones's treacherous Peruvian guide
Raiders of the Lost Ark,Vic Tablian,Monkey Man in Cairo,minor,
Raiders of the Lost Ark,Terry Richards,Cairo swordsman shot by Jones,minor,
Indiana Jones and the Temple of Doom,Harrison Ford,Indiana Jones,main,archaeologist adventurer
Indiana Jones and the Temple of Doom,Kate Capshaw,Willie Scott,main,American nightclub singer working in Shanghai
Indiana Jones and the Temple of Doom,Amrish Puri,Mola Ram,main,Thuggee priest who performs rites of human sacrifices
Indiana Jones and the Temple of Doom,Roshan Seth,Chattar Lal,main,Prime Minister of the Maharaja of Pankot
Indiana Jones and the Temple of Doom,Philip Stone,Captain Philip Blumburtt,main,British Indian Army Captain on a routine inspection tour of Pankot
Indiana Jones and the Temple of Doom,Jonathan Ke Quan,Short Round,main,Indy's 11-year-old Chinese sidekick
Indiana Jones and the Temple of Doom,Roy Chiao,Lao Che,supporting,Shanghai crime boss who hires Indy to recover the cremated ashes of one of his ancestors
Indiana Jones and the Temple of Doom,Ron Taylor,voice of Lao Che,supporting,Shanghai crime boss who hires Indy to recover the cremated ashes of one of his ancestors
Indiana Jones and the Temple of Doom,Chua Kah Joo,Chen,minor,one of Lao Che's two sons
Indiana Jones and the Temple of Doom,Ric Young,Kao Kan,minor,one of Lao Che's two sons
Indiana Jones and the Temple of Doom,David Yip,Wu Han,supporting,friend of Indy who is killed in Club Obi Wan
Indiana Jones and the Temple of Doom,Raj Singh,Zalim Singh,supporting,adolescent Maharajá of Pankot
Indiana Jones and the Temple of Doom,Katie Leigh,voice of Zalim Singh,supporting,adolescent Maharajá of Pankot
Indiana Jones and the Temple of Doom,D. R. Nanayakkara,Shaman,supporting,leader of a small village that recruits Indy to retrieve their stolen sacred Shiva lingam stone
Indiana Jones and the Temple of Doom,Pat Roach,Thuggee overseer in the mines,minor,
Indiana Jones and the Temple of Doom,Steven Spielberg,person at airport,minor,
Indiana Jones and the Temple of Doom,George Lucas,person at airport,minor,
Indiana Jones and the Temple of Doom,Frank Marshall,person at airport,minor,
Indiana Jones and the Temple of Doom,Kathleen Kennedy,person at airport,minor,
Indiana Jones and the Temple of Doom,Dan Aykroyd,person at airport,minor,
Indiana Jones and the Temple of Doom,Tress MacNeille,voice of first slave child in the prison scene,minor,
Indiana Jones and the Last Crusade,Harrison Ford,Indiana Jones,main,archaeologist professor and adventurer
Indiana Jones and the Last Crusade,River Phoenix,young Indiana Jones,supporting,
Indiana Jones and the Last Crusade,Sean Connery,"Henry Jones, Sr.",main,"Indiana's father, a professor of Medieval literature who cared more about looking for the Grail than raising his son"
Indiana Jones and the Last Crusade,Alex Hyde-White,"young Henry Jones, Sr.",minor,
Indiana Jones and the Last Crusade,Denholm Elliott,Marcus Brody,main,Indiana's bumbling English colleague
Indiana Jones and the Last Crusade,Alison Doody,Elsa Schneider,main,"Austrian art professor and Indy's love interest, who is in league with the Nazis"
Indiana Jones and the Last Crusade,John Rhys-Davies,Sallah,main,friend of Indiana and a professional excavator living in Cairo
Indiana Jones and the Last Crusade,Julian Glover,Walter Donovan,main,American businessman who sends the Joneses on their quest for the Holy Grail out of a desire for immortality while secretly working with the Nazis
Indiana Jones and the Last Crusade,Michael Byrne,Ernst Vogel,supporting,brutal SS colonel
Indiana Jones and the Last Crusade,Kevork Malikyan,Kazim,supporting,leader of the Brotherhood of the Cruciform Sword
Indiana Jones and the Last Crusade,Robert Eddison,Grail Knight,supporting,guardian of the Grail who drank from the cup of Christ during the Crusades and is immortal as long as he stays within the temple
Indiana Jones and the Last Crusade,Michael Sheard,Adolf Hitler,minor,a man Jones briefly encounters at the book-burning rally in Berlin
Indiana Jones and the Last Crusade,Ronald Lacey,Heinrich Himmler,minor,
Indiana Jones and the Last Crusade,Alexei Sayle,sultan of Hatay,minor,
Indiana Jones and the Last Crusade,Paul Maxwell,man with the Panama Hat,minor,a man who took possession of the Cross of Coronado
Indiana Jones and the Last Crusade,Pat Roach,Nazi who accompanies Vogel to the Zeppelin,minor,
Indiana Jones and the Last Crusade,Richard Young,"Garth / ""Fedora""",minor,leader of the tomb robbers who chased young Indiana Jones and then gives him his hat
Indiana Jones and the Last Crusade,Eugene Lipinski,G-Man,minor,mysterious agent
Indiana Jones and the Last Crusade,Vernon Dobtcheff,Butler,minor,
Dick Tracy,Warren Beatty,Dick Tracy,main,"square-jawed, fast-shooting, hard-hitting, and intelligent police detective sporting a yellow overcoat and fedora"
Dick Tracy,Al Pacino,"Alphonse ""Big Boy"" Caprice",main,leading crime boss of the city
Dick Tracy,Madonna,"Breathless ""The Blank"" Mahoney",main,entertainer at Club Ritz who wants to steal Tracy from his girlfriend
Dick Tracy,Glenne Headly,Tess Trueheart,main,Tracy's girlfriend
Dick Tracy,Charlie Korsmo,The Kid,main,scrawny street orphan who survives by eating out of garbage cans and is a protege of Steve the Tramp
Dick Tracy,James Keane,Pat Patton,supporting,Tracy's close associate and second-in-command
Dick Tracy,Seymour Cassel,Sam Catchem,supporting,Tracy's close associate and third-in-command
Dick Tracy,Michael J. Pollard,Bug Bailey,supporting,surveillance expert
Dick Tracy,Charles Durning,Chief Brandon,supporting,chief of police who supports Tracy's crusade
Dick Tracy,Dick Van Dyke,District Attorney John Fletcher,supporting,corrupt district attorney who refuses to prosecute Caprice as he is on Caprice's payroll
Dick Tracy,Frank Campanella,Judge Harper,supporting,
Dick Tracy,Kathy Bates,Stenographer,supporting,
Dick Tracy,Dustin Hoffman,Mumbles,supporting,Caprice's fast-talking henchman
Dick Tracy,William Forsythe,Flattop,supporting,"Caprice's top hitman with a square, flat cranium and matching haircut"
Dick Tracy,Ed O'Ross,Itchy,supporting,Caprice's other hitman
Dick Tracy,James Tolkan,Numbers,supporting,Caprice's accountant
Dick Tracy,Mandy Patinkin,88 Keys,supporting,piano player at Club Ritz who becomes The Blank's minion
Dick Tracy,R. G. Armstrong,Pruneface,supporting,deformed crime boss who becomes one of Caprice's minions
Dick Tracy,Henry Silva,Influence,supporting,Pruneface's sinister top gunman
Dick Tracy,Paul Sorvino,Lips Manlis,supporting,original owner of Club Ritz and Caprice's mentor
Dick Tracy,Chuck Hicks,The Brow,supporting,"criminal with a large, wrinkled forehead"
Dick Tracy,Neil Summers,Rodent,supporting,"criminal with a pointed nose, small eyes, and buck teeth"
Dick Tracy,Stig Eldred,Shoulders,supporting,criminal with broad shoulders
Dick Tracy,Lawrence Steven Meyers,Little Face,supporting,criminal with a big head and a small face
Dick Tracy,James Caan,Spud Spaldoni,supporting,crime boss who refuses to submit to Caprice
Dick Tracy,Catherine O'Hara,Texie Garcia,supporting,female criminal who submits to Caprice
Dick Tracy,Robert Beecher,Ribs Mocca,supporting,criminal who submits to Caprice
Dick Tracy,Rita Bland,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Lada Boder,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Dee Hengstler,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Liz Imperio,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Michelle Johnston,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Karyne Ortega,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Karen Russell,one of Breathless Mahoney's dancers,minor,
Dick Tracy,Lew Horn,Lefty Moriarty,minor,
Dick Tracy,Mike Hagerty,Doorman,minor,
Dick Tracy,Arthur Malet,Diner Patron,minor,
Dick Tracy,Bert Remsen,Bartender,minor,
Dick Tracy,Jack Kehoe,Customer at Raid,minor,
Dick Tracy,Michael Donovan O'Donnell,McGillicuddy,minor,
Dick Tracy,Tom Signorelli,Mike,minor,proprietor of the diner Tracy frequents
Dick Tracy,Jim Wilkey,Stooge,minor,
Dick Tracy,Mary Woronov,Welfare Person,minor,
Dick Tracy,Estelle Parsons,Tess Trueheart's mother,minor,
Dick Tracy,Tony Epper,Steve the Tramp,minor,
Dick Tracy,Hamilton Camp,store owner,minor,
Dick Tracy,Bing Russell,Club Ritz patron,minor,
Dick Tracy,Robert Costanzo,Lips Manlis' bodyguard,minor,
Dick Tracy,Marshall Bell,goon of Big Boy Caprice,minor,goon who poses as an arresting officer to ensnare Lips
Dick Tracy,Allen Garfield,reporter,minor,
Dick Tracy,John Schuck,reporter,minor,
Dick Tracy,Charles Fleischer,reporter,supporting,
Dick Tracy,Walker Edmiston,voice of radio announcer,minor,
Dick Tracy,John Moschitta Jr.,voice of radio announcer,minor,
Dick Tracy,Neil Ross,voice of radio announcer,minor,
Dick Tracy,Colm Meaney,poiice officer,minor,officer at Tess Trueheart's home
Dick Tracy,Mike Mazurki,Old Man at Home,minor,
Dick Tracy,Ian Wolfe,Munger,minor,
Darkman,Liam Neeson,Dr. Peyton Westlake / Darkman,main,brilliant scientist who was left for dead and burned alive as he returns to seek revenge on those who disfigured him
Darkman,Frances McDormand,Julie Hastings,main,attorney and Peyton's love interest
Darkman,Colin Friels,Louis Strack Jr.,main,corrupt and haughty billionaire developer who runs Strack Industries
Darkman,Larry Drake,Robert G. Durant,main,ruthless and sadistic mob boss who works under the payroll of Strack
Darkman,Nelson Mashita,"Yakkito ""Yakky"" Yanagito",minor,lab assistant to Peyton Westlake killed by Anderson
Darkman,Ted Raimi,Rick Anderson,supporting,Robert G. Durant's henchman whose head is run over
Darkman,Nicholas Worth,Pauly Mazzuchelli,supporting,Robert G. Durant's henchman with a shaved head and a small tattoo of a dagger
Darkman,Dan Hicks,Skip Altwater,supporting,a man whose left leg is false and is seen during the attack on Darkman's lair while abducting Julie
Darkman,Jessie Lawrence Ferguson,Eddie Black,supporting,rival crime boss dispatched by Durant
Darkman,Rafael H. Robledo,Rudy Guzman,minor,collaborator of Durant's who seems to despise Durant
Darkman,Dan Bell,"Sam ""Smiley"" Rogers",minor,ruthless henchman of Durant's who laughs like a hyena
Darkman,"Arsenio ""Sonny"" Trinidad",Hung Fat,minor,Chinese Triad boss who owes Durant money
Darkman,Bridget Hoffman,Computer Voice,minor,
Darkman,Bruce Campbell,Final Shemp,supporting,"Peyton's last seen disguise looking back over his shoulder at Julie, as he blends into the crowd on a busy street"
Darkman,Ivan Raimi,hospital staff,minor,
Darkman,John Landis,hospital staff,minor,
Darkman,Jenny Agutter,doctor treating Westlake's burns,minor,
Darkman,Neal McDonough,dockworker,minor,
Darkman,William Lustig,dockworker,minor,
Darkman,Scott Spiegel,dockworker,minor,
Darkman,Stuart Cornfeld,dockworker,minor,
Darkman,Joel Coen,Oldsmobile driver,minor,
Darkman,Ethan Coen,Oldsmobile passenger,minor,
Darkman,Julius Harris,gravedigger,minor,
Darkman,Professor Toru Tanaka,Hung Fat's Chinese Warrior,minor,
Darkman,Nathan Jung,Hung Fat's Chinese Warrior,minor,
The Rocketeer,Billy Campbell,Cliff Secord / The Rocketeer,main,
The Rocketeer,Jennifer Connelly,Jenny Blake,main,
The Rocketeer,Alan Arkin,"A. ""Peevy"" Peabody",main,
The Rocketeer,Timothy Dalton,Neville Sinclair,main,
The Rocketeer,Terry O'Quinn,Howard Hughes,main,
The Rocketeer,Ed Lauter,FBI Agent Fitch,supporting,
The Rocketeer,James Handy,"FBI Agent ""Wooly"" Wolinski",supporting,
The Rocketeer,Paul Sorvino,Eddie Valentine,supporting,
The Rocketeer,Jon Polito,Otis Bigelow,supporting,
The Rocketeer,William Sanderson,Skeets,supporting,
The Rocketeer,Margo Martindale,Millie,supporting,
The Rocketeer,John Lavachielli,Rusty,supporting,
The Rocketeer,Clint Howard,Mark,supporting,
The Rocketeer,Melora Hardin,South Seas Singer,supporting,
The Rocketeer,Rick Overton,South Seas Patron,supporting,
The Rocketeer,Max Grodénchik,Wilmer,minor,
The Rocketeer,Tiny Ron Taylor,Lothar,supporting,
The Rocketeer,Eddie Jones,Malcolm,minor,
The Rocketeer,Don Pugsley,"""Goose""",minor,
The Rocketeer,Nada Despotovich,Irma,minor,
The Rocketeer,America Martin,Patsy,minor,
The Rocketeer,Michael Milhoan,Jeff,minor,
The Rocketeer,Daniel O'Shea,Mike,minor,
The Rocketeer,Joe D'Angerio,Stevie,minor,
The Rocketeer,Tommy J. Huff,Lenny,minor,
The Rocketeer,Pat Crawford Brown,Mrs. Pye,minor,
The Rocketeer,Paul DeSouza,Pauly,minor,
The Rocketeer,Gene Daily,Clark Gable,minor,
The Rocketeer,Bob Leeman,W.C. Fields,minor,
The Rocketeer,Julian Barnes,Charlie,minor,
The Shadow,Alec Baldwin,Lamont Cranston / The Shadow,main,wealthy playboy and former Tibetan drug kingpin that operates as a vigilante
The Shadow,John Lone,Shiwan Khan,main,descendant of Genghis Khan
The Shadow,Penelope Ann Miller,Margo Lane,main,socialite that befriends Cranston
The Shadow,Peter Boyle,"Moses ""Moe"" Shrevnitz",main,taxi cab driver that allies with the Shadow
The Shadow,Ian McKellen,Dr. Reinhardt Lane,main,scientist who is the father of Margo
The Shadow,Tim Curry,Farley Claymore,main,scientist and former assistant to Dr. Lane who is allied with Shiwan Khan
The Shadow,Jonathan Winters,Wainwright Barth,supporting,Lamont’s uncle and a police commissioner
The Shadow,Sab Shimono,Dr. Roy Tam,supporting,China Town resident who becomes an ally of the Shadow
The Shadow,Andre Gregory,Burbank,supporting,ally of the Shadow
The Shadow,James Hong,Li Peng,supporting,servant of the Tulku
The Shadow,Joseph Maher,Isaac Newboldt,supporting,
The Shadow,Max Wright,Berger,minor,
The Shadow,Ethan Phillips,Nelson,minor,
The Shadow,Abraham Benrubi,Marine guard,minor,
The Shadow,Steve Hytner,Marine guard,minor,
The Shadow,Kate McGregor Stewart,Mrs. Shrevnitz,supporting,
The Shadow,Frank Welker,voice of Phurba,supporting,mystical dagger
The Shadow,Barry Dennen,voice of Tulku,minor,
The Phantom,Billy Zane,Kit Walker / Phantom,main,
The Phantom,Treat Williams,Xander Drax,main,
The Phantom,Kristy Swanson,Diana Palmer,main,
The Phantom,Catherine Zeta-Jones,Sala,main,
The Phantom,James Remar,Quill,main,
The Phantom,Patrick McGoohan,Mr. Walker / The 20th Phantom,main,
The Phantom,Radmar Agana Jao,Guran,supporting,
The Phantom,Robert Coleby,Captain Philip Horton,supporting,
The Phantom,Cary-Hiroyuki Tagawa,The Great Kabai Sengh,supporting,
The Phantom,Bill Smitrovich,Dave Palmer,supporting,
The Phantom,Casey Siemaszko,Morgan,supporting,
The Phantom,David Proval,Charlie Zephro,supporting,
The Phantom,Joseph Ragno,Ray Zephro,minor,
The Phantom,Al Ruscio,Police Commissioner Farley,supporting,
The Phantom,Samantha Eggar,Lily Palmer,supporting,
The Phantom,Jon Tenney,Jimmy Wells,supporting,
The Phantom,John Capodice,Al,supporting,cabby
The Mask of Zorro,Antonio Banderas,Alejandro Murrieta / Zorro,main,
The Mask of Zorro,José María de Tavira,young Alejandro Murrieta,minor,
The Mask of Zorro,Anthony Hopkins,Don Diego de la Vega / Zorro,main,
The Mask of Zorro,Catherine Zeta-Jones,Elena Montero,main,
The Mask of Zorro,María Fernández Cruz,infant Elena de la Vega,minor,
The Mask of Zorro,Mónica Fernández Cruz,infant Elena de la Vega,minor,
The Mask of Zorro,Stuart Wilson,Don Rafael Montero,main,
The Mask of Zorro,Matt Letscher,Captain Harrison Love,supporting,
The Mask of Zorro,Tony Amendola,Don Luiz,supporting,
The Mask of Zorro,"Pedro Armendáriz, Jr.",Don Pedro,supporting,
The Mask of Zorro,Victor Rivers,Joaquin Murrieta,supporting,
The Mask of Zorro,Diego Sieres,young Joaquin Murrieta,minor,
The Mask of Zorro,William Marquez,Fray Felipe,minor,
The Mask of Zorro,L. Q. Jones,Three-fingered Jack,minor,
The Mask of Zorro,Julieta Rosen,Esperanza De La Vega,supporting,Don Diego's beloved wife and Elena's mother
The Mask of Zorro,Maury Chakin,Prison Warden,minor,
Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,Jack Sparrow,main,"eccentric pirate characterized by his slightly drunken swagger, slurred speech and awkwardly flailing hand gestures"
Pirates of the Caribbean: The Curse of the Black Pearl,Geoffrey Rush,Hector Barbossa,main,captain of the Black Pearl and Captain Jack Sparrow's first mate before he led a mutiny ten years before
Pirates of the Caribbean: The Curse of the Black Pearl,Orlando Bloom,Will Turner,main,blacksmith's apprentice working in Port Royal
Pirates of the Caribbean: The Curse of the Black Pearl,Keira Knightley,Elizabeth Swann,main,daughter of Governor Weatherby Swann fascinated with pirates since childhood
Pirates of the Caribbean: The Curse of the Black Pearl,Jack Davenport,James Norrington,main,officer in the Royal Navy who is in love with Elizabeth and has a deep-seated dislike for pirates
Pirates of the Caribbean: The Curse of the Black Pearl,Jonathan Pryce,Governor Weatherby Swann,main,"Governor of Jamaica, based in Port Royal, and father of Elizabeth Swann"
Pirates of the Caribbean: The Curse of the Black Pearl,Kevin R. McNally,Joshamee Gibbs,main,"Jack Sparrow's friend and first mate, once a sailor for the Royal Navy"
Pirates of the Caribbean: The Curse of the Black Pearl,Lee Arenberg,Pintel,supporting,pirate aboard the Black Pearl
Pirates of the Caribbean: The Curse of the Black Pearl,Mackenzie Crook,Ragetti,supporting,pirate aboard the Black Pearl with a wooden eye
Pirates of the Caribbean: The Curse of the Black Pearl,Zoe Saldana,Anamaria,supporting,female pirate who signs up to join Will Turner and Mr. Gibbs for a chance to confront Jack Sparrow for stealing her ship
Pirates of the Caribbean: The Curse of the Black Pearl,David Bailie,Cotton,supporting,"sailor who had his tongue cut out, is now mute, and has a parrot to talk for him"
Pirates of the Caribbean: The Curse of the Black Pearl,Martin Klebba,Marty,supporting,dwarf sailor who was hired by Jack and Will to rescue Elizabeth
Pirates of the Caribbean: The Curse of the Black Pearl,Greg Ellis,Theodore Groves,supporting,Royal Navy officer who works under the command of Commodore James Norrington
The Legend of Zorro,Antonio Banderas,Don Alejandro de la Vega / Zorro,main,
The Legend of Zorro,Catherine Zeta-Jones,Eléna de la Vega,main,
The Legend of Zorro,Rufus Sewell,Count Armand,main,
The Legend of Zorro,Nick Chinlund,Jacob McGivens,main,
The Legend of Zorro,Adrián Alonso,Joaquin de la Vega,supporting,Alejandro and Eléna's son
The Legend of Zorro,Julio Oscar Mechoso,Padre Felipe,supporting,
The Legend of Zorro,Shuler Hensley,Pike,supporting,
The Legend of Zorro,Michael Emerson,Harrigan,supporting,
The Legend of Zorro,Leo Burmester,Colonel Beauregard,supporting,
The Legend of Zorro,Tony Amendola,Padre Quintero,supporting,
The Legend of Zorro,"Pedro Armendáriz, Jr.",Governor Riley,supporting,
The Legend of Zorro,Giovanna Zacarias,Blanca Cortez,minor,
The Legend of Zorro,Raúl Méndez,Ferroq,supporting,
The Legend of Zorro,Alberto Reyes,Padre Ignacio,minor,
Pirates of the Caribbean: Dead Man's Chest,Johnny Depp,Captain Jack Sparrow,main,Captain of the Black Pearl
Pirates of the Caribbean: Dead Man's Chest,Orlando Bloom,Will Turner,main,blacksmith-turned-pirate who strikes a deal with Cutler Beckett to find Jack Sparrow and his compass so he can save both himself and his fiancée Elizabeth from execution
Pirates of the Caribbean: Dead Man's Chest,Keira Knightley,Elizabeth Swann,main,"Governor Swann's daughter and Will's fiancée, who is arrested on her wedding day for helping Captain Jack Sparrow escape"
Pirates of the Caribbean: Dead Man's Chest,Bill Nighy,Davy Jones,main,Captain of the Flying Dutchman
Pirates of the Caribbean: Dead Man's Chest,Jack Davenport,James Norrington,main,former Commodore who joins the Black Pearl's crew and seeks to regain his honor and career
Pirates of the Caribbean: Dead Man's Chest,Tom Hollander,Lord Cutler Beckett,main,Chairman of the East India Trading Company
Pirates of the Caribbean: Dead Man's Chest,Stellan Skarsgård,"""Bootstrap Bill"" Turner",main,crewman aboard the Flying Dutchman who happens to be Will Turner's father
Pirates of the Caribbean: Dead Man's Chest,Kevin McNally,Joshamee Gibbs,main,the Black Pearl's first mate and Jack Sparrow's loyal friend
Pirates of the Caribbean: Dead Man's Chest,Jonathan Pryce,Governor Weatherby Swann,main,Elizabeth's father and governor of Port Royal
Pirates of the Caribbean: Dead Man's Chest,Lee Arenberg,Pintel,supporting,pirate who was imprisoned after the Aztec curse was broken but rejoined Jack's Black Sparrow crew
Pirates of the Caribbean: Dead Man's Chest,Mackenzie Crook,Ragetti,supporting,Pintel's inseparable crewmate with a wooden eye who has begun reading the Bible
Pirates of the Caribbean: Dead Man's Chest,Naomie Harris,Tia Dalma,supporting,obeah priestess who Jack Sparrow bartered with for his magic compass
Pirates of the Caribbean: Dead Man's Chest,Geoffrey Rush,Hector Barbossa,supporting,pirate resurrected by Tia Dalma to save Jack Sparrow from Davy Jones's locker
Pirates of the Caribbean: At World's End,Johnny Depp,Captain Jack Sparrow,main,pirate dragged to Davy Jones' Locker by the Kraken and Pirate Lord of the Caribbean Sea
Pirates of the Caribbean: At World's End,Geoffrey Rush,Hector Barbossa,main,resurrected Pirate Lord of the Caspian Sea
Pirates of the Caribbean: At World's End,Orlando Bloom,Will Turner,main,blacksmith-turned-pirate
Pirates of the Caribbean: At World's End,Keira Knightley,Elizabeth Swann,main,"Governor Swann's daughter, Will Turner's fiancée, Captain of The Empress, and Pirate Lord of the South China Sea"
Pirates of the Caribbean: At World's End,Bill Nighy,Davy Jones,main,"malevolent ruler of the ocean realm, Captain of The Flying Dutchman who now serves the East India Trading Company"
Pirates of the Caribbean: At World's End,Tom Hollander,Cutler Beckett,main,powerful chairman of the East India Trading Company and now armed with a mandate from the King and in possession of Davy Jones' heart
Pirates of the Caribbean: At World's End,Kevin R. McNally,Joshamee Gibbs,main,"Jack's loyal, if superstitious, first mate"
Pirates of the Caribbean: At World's End,Jack Davenport,James Norrington,main,"admiral who has allied himself with Beckett and the Company, although he still cares for Elizabeth"
Pirates of the Caribbean: At World's End,Jonathan Pryce,Weatherby Swann,main,"Governor of Port Royal and father to Elizabeth Swann, now trapped in Beckett's service"
Pirates of the Caribbean: At World's End,Naomie Harris,Tia Dalma / Calypso,main,obeah witch who travels with the Black Pearl crew to rescue Jack
Pirates of the Caribbean: At World's End,Lee Arenberg,Pintel,supporting,member of Jack's crew
Pirates of the Caribbean: At World's End,Mackenzie Crook,Ragetti,supporting,member of Jack's crew
Pirates of the Caribbean: At World's End,Stellan Skarsgård,Bootstrap Bill Turner,main,"Will's father, cursed to serve an eternity aboard Davy Jones' ship The Flying Dutchman"
Pirates of the Caribbean: At World's End,Chow Yun-fat,Sao Feng,main,"Pirate Lord of the South China Sea, who captains the Chinese ship The Empress and has a poor history with Sparrow"
Pirates of the Caribbean: At World's End,David Bailie,Cotton,supporting,Jack's loyal mute crewman
Pirates of the Caribbean: At World's End,Martin Klebba,Marty,supporting,Jack's loyal dwarf crewman
Pirates of the Caribbean: At World's End,David Schofield,Mr. Mercer,supporting,"Lord Beckett's henchman, assigned to hold Davy Jones' leash aboard the Dutchman"
Pirates of the Caribbean: At World's End,Keith Richards,Edward Teague,supporting,"Pirate Lord of Madagascar, Keeper of the Pirata Codex for the Brethren Court and Jack Sparrow's father"
Pirates of the Caribbean: At World's End,Greg Ellis,Theodore Groves,supporting,second-in-command to Lord Beckett
Pirates of the Caribbean: At World's End,Lauren Maher,Scarlett,minor,
Pirates of the Caribbean: At World's End,Vanessa Branch,Giselle,minor,
Pirates of the Caribbean: At World's End,Angus Barnett,Mullroy,minor,
Pirates of the Caribbean: At World's End,Giles New,Murtogg,minor,
Pirates of the Caribbean: At World's End,Reggie Lee,Tai Huang,minor,
Pirates of the Caribbean: At World's End,Ghassan Massoud,Captain Ammand,minor,Pirate Lord of the Black Sea
Pirates of the Caribbean: At World's End,Marcel Iureș,Capitaine Chevalle,minor,Pirate Lord of the Mediterranean Sea
Pirates of the Caribbean: At World's End,Sergio Calderón,Captain Eduardo Villanueva,minor,Pirate Lord of the Adriatic Sea
Pirates of the Caribbean: At World's End,Takayo Fischer,Mistress Ching,minor,Pirate Lord of the Pacific Ocean
Pirates of the Caribbean: At World's End,Hakeem Kae-Kazim,Captain Jocard,minor,Pirate Lord of the Atlantic Ocean
Pirates of the Caribbean: At World's End,Marshall Manesh,Sri Sumbhajee Angria,minor,Pirate Lord of the Indian Ocean
Pirates of the Caribbean: At World's End,Dominic Scott Kay,Henry Turner,minor,son of Will Turner and Elizabeth Swann
Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,Indiana Jones,main,
Indiana Jones and the Kingdom of the Crystal Skull,Cate Blanchett,Irina Spalko,main,villainous Soviet agent
Indiana Jones and the Kingdom of the Crystal Skull,Karen Allen,Marion Ravenwood/Williams,main,
Indiana Jones and the Kingdom of the Crystal Skull,Ray Winstone,George 'Mac' MicHale,main,"British agent whom Jones worked alongside in World War II, but has now allied with the Russians due to his financial problems"
Indiana Jones and the Kingdom of the Crystal Skull,John Hurt,Harold 'Ox' Oxley,main,"Mutt's surrogate father and an old friend of Indiana, whom he lost contact with in 1937 and who went insane"
Indiana Jones and the Kingdom of the Crystal Skull,Jim Broadbent,Dean Charles Stanforth,main,Dean of Marshall College and friend of Jones
Indiana Jones and the Kingdom of the Crystal Skull,Shia LaBeouf,Mutt Williams,main,motorcycle-riding greaser and Indiana's sidekick and son
Indiana Jones and the Kingdom of the Crystal Skull,Igor Jijikine,Colonel Antonin Dovchenko,supporting,Spalko's Russian second-in-command
Indiana Jones and the Kingdom of the Crystal Skull,Joel Stoffer,Taylor,supporting,FBI agent
Indiana Jones and the Kingdom of the Crystal Skull,Neil Flynn,Paul Smith,supporting,FBI agent
Indiana Jones and the Kingdom of the Crystal Skull,Alan Dale,General Ross,supporting,man who protests Indiana's innocence
Indiana Jones and the Kingdom of the Crystal Skull,Andrew Divoff,Grant,supporting,Soviet agent
Indiana Jones and the Kingdom of the Crystal Skull,Pasha D. Lychnikoff,Roosevelt,supporting,Soviet agent
Indiana Jones and the Kingdom of the Crystal Skull,Ilia Volok,Russian Suit,minor,man who battles Indiana at Marshall College
Indiana Jones and the Kingdom of the Crystal Skull,Dimitri Diatchenko,Dimitri,minor,Spalko's right-hand man who battles Indiana at Marshall College
Indiana Jones and the Kingdom of the Crystal Skull,Ernie Reyes Jr.,cemetary guard,minor,
Indiana Jones and the Kingdom of the Crystal Skull,Chet Hanks,student in library,minor,
Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Captain Jack Sparrow,main,former captain of the Black Pearl
Pirates of the Caribbean: On Stranger Tides,Penélope Cruz,Angelica,main,"Jack's former love interest, and daughter of Blackbeard"
