movie,actor,name,level,description
Mad Max: Fury Road,Hugh Keays-Byrne,Immortan Joe,supporting,
Mad Max: Fury Road,Rosie Huntington-Whiteley,The Splendid Angharad,supporting,one of Joe's five wives
Mad Max: Fury Road,Nathan Jones,Rictus Erectus,supporting,
Mad Max: Fury Road,Riley Keough,Capable,supporting,one of Joe's five wives
Mad Max: Fury Road,Zoë Kravitz,Toast the Knowing,supporting,one of Joe's five wives
Mad Max: Fury Road,Abbey Lee,The Dag,supporting,one of Joe's five wives
Mad Max: Fury Road,Courtney Eaton,Cheedo the Fragile,supporting,one of Joe's five wives
Mad Max: Fury Road,Josh Helman,Slit,,
Mad Max: Fury Road,John Howard,The People Eater,,
Mad Max: Fury Road,Richard Carter,The Bullet Farmer,,
Mad Max: Fury Road,Angus Sampson,The Organic Mechanic,,
Mad Max: Fury Road,iOTA,The Doof Warrior,,
Mad Max: Fury Road,Megan Gale,The Valkyrie,,
Mad Max: Fury Road,Melissa Jaffer,Keeper of the Seeds,,
Mad Max: Fury Road,Melita Jurisic,one of the Vuvalini,,
Mad Max: Fury Road,Gillian Jones,one of the Vuvalini,,
Mad Max: Fury Road,Joy Smithers,one of the Vuvalini,,
Mad Max: Fury Road,Antoinette Kellerman,one of the Vuvalini,,
Mad Max: Fury Road,Christina Koch,one of the Vuvalini,,
Mad Max: Fury Road,Quentin Kenihan,Corpus Colossus,,
Mad Max: Fury Road,Coco Jack Gillies,Glory the Child,minor,
Mad Max: Fury Road,Chris Patton,Morsov,minor,
Mad Max: Fury Road,Stephen Dunlevy,The Rock Rider Chief / The Winchman,minor,
Mad Max: Fury Road,Richard Norton,The Prime Imperator,minor,
Terminator Genisys,Arnold Schwarzenegger,the Terminator / Guardian,main,reprogrammed T-800 Terminator who is Sarah's protector and mentor
Terminator Genisys,Brett Azar,body double for the T-800 Terminator and the Young Guardian in 1973,minor,
Terminator Genisys,Jason Clarke,John Connor,main,"leader of the Resistance and Kyle's mentor, who was attacked by T-5000 and turned into a T-3000 Terminator composed of machine phase matter"
Terminator Genisys,Emilia Clarke,Sarah Connor,main,Pops' protégée and destined to be John's mother
Terminator Genisys,Willa Taylor,young Sarah Connor,minor,
Terminator Genisys,Jai Courtney,Kyle Reese,main,Resistance soldier and John's protégé destined to be John's father
Terminator Genisys,Bryant Prince,young Kyle Reese,minor,
Terminator Genisys,J. K. Simmons,O'Brien,supporting,"alcoholic police detective from the San Francisco Police Department (SFPD) who investigates time travelers, particularly Terminators"
Terminator Genisys,Wayne Bastrup,young O'Brien,minor,LAPD beat cop in 1984 who witnesses the encounter between Kyle and the T-1000
Terminator Genisys,Dayo Okeniyi,Danny Dyson,supporting,Miles's son and Cyberdyne Systems' president; he co-creates the operating system Genisys with John Connor
Terminator Genisys,Matt Smith,Alex,main,advanced T-5000 Terminator who embodies Skynet
Terminator Genisys,Ian Etheridge,"Skynet, age 10",minor,
Terminator Genisys,Nolan Gross,"Skynet, age 12-14",minor,
Terminator Genisys,Seth Meriwether,"Skynet, age 18",minor,
Terminator Genisys,Courtney B. Vance,Miles Dyson,supporting,Cyberdyne Systems' CEO who funds the Genisys project
Terminator Genisys,Michael Gladis,Lieutenant Matias,supporting,SFPD police lieutenant and O'Brien's superior
Terminator Genisys,Sandrine Holt,Detective Cheung,supporting,SFPD police detective
Terminator Genisys,Byung-Hun Lee,Cop / T-1000,supporting,shapeshifting prototypical Terminator composed of mimetic polyalloy
Terminator: Dark Fate,Linda Hamilton,Sarah Connor,main,"mother of John Connor, the former future leader of the Human Resistance in the war against Skynet, now a hardened senior woman"
Terminator: Dark Fate,Maddy Curley,body double for young Sarah Connor,minor,
Terminator: Dark Fate,Jessi Fisher,body double for present Sarah Connor,minor,
Terminator: Dark Fate,Arnold Schwarzenegger,T-800 / Carl,main,"aging Terminator built by Skynet, and one of several sent back in time to kill John"
Terminator: Dark Fate,Brett Azar,body double for the young T-800,minor,
Terminator: Dark Fate,Mackenzie Davis,Grace,main,enhanced super soldier from 2042 who was previously taken in by Dani as a teenager
Terminator: Dark Fate,Stephanie Gil,10-year-old Grace,minor,
Terminator: Dark Fate,Natalia Reyes,Dani Ramos,supporting,young woman who works with her brother at an automobile assembly plant in Mexico City who is being targeted for termination by the Rev-9
Terminator: Dark Fate,Gabriel Luna,Gabriel / Rev-9,supporting,advanced Terminator that originated from Legion and was sent back in time to terminate Dani
Terminator: Dark Fate,Diego Boneta,Diego Ramos,supporting,Dani's brother
Terminator: Dark Fate,Tristán Ulloa,Felipe Gandal,minor,Dani's uncle and a border coyote
Terminator: Dark Fate,Alicia Borrachero,Alicia,minor,Carl's wife
Terminator: Dark Fate,Manuel Pacific,Mateo,minor,Carl's stepson
Terminator: Dark Fate,Enrique Arce,Vicente,minor,Dani and Diego's father
Terminator: Dark Fate,Fraser James,Major Dean,minor,United States Air Force intelligence officer and Sarah's acquaintance
Terminator: Dark Fate,Tom Hopper,William Hardell,supporting,Grace's commanding officer in the Resistance
Terminator: Dark Fate,Stuart McQuarrie,Craig,minor,Dani and Diego's work supervisor
Terminator: Dark Fate,Steven Cree,Rigby,minor,United States Border Patrol agent
Terminator: Dark Fate,Georgia Simon,voice of Grace's mother,minor,
Terminator: Dark Fate,Edward Furlong,John Connor reference,supporting,Sarah's son
Terminator: Dark Fate,Aaron Kunitz,voice of John Connor,minor,
Terminator: Dark Fate,Jude Collie,body double for young John Connor,minor,
The Matrix Resurrections,Keanu Reeves,Thomas Anderson / Neo,main,"prophesised ""One"" from the previous version of the Matrix, who has been repaired by the machines and reinserted into a new version of the Matrix"
The Matrix Resurrections,Carrie-Anne Moss,Tiffany / Trinity,main,Neo's romantic interest who was freed from the Matrix by Morpheus and killed at the end of the Machine War
The Matrix Resurrections,Yahya Abdul-Mateen II,Morpheus,main,alternate version of the hacker who freed Neo from the Matrix
The Matrix Resurrections,Jessica Henwick,Bugs,main,"gunslinger with a White Rabbit tattoo, and captain of the hovercraft Mnemosyne"
The Matrix Resurrections,Jonathan Groff,Smith,main,Thomas' business partner and Neo's former arch-nemesis and Agent of the Matrix
The Matrix Resurrections,Neil Patrick Harris,The Analyst,main,"creator of the current iteration of the Matrix, who masquerades as Thomas' therapist"
The Matrix Resurrections,Priyanka Chopra Jonas,Sati,supporting,exile program created without a purpose who met Neo shortly before the end of the Machine War
The Matrix Resurrections,Jada Pinkett Smith,Niobe,main,General of the human bastion Io and former captain of the hovercraft Logos
The Matrix Resurrections,Toby Onwumere,Sequoia,minor,operator of the Mnemosyne
The Matrix Resurrections,Max Riemelt,Sheperd,minor,Niobe's most-trusted captain at Io
The Matrix Resurrections,Brian J. Smith,Berg,minor,crew member of the Mnemosyne who has studied Neo
The Matrix Resurrections,Eréndira Ibarra,Lexy,minor,crew member of the Mnemosyne who idolizes Trinity
The Matrix Resurrections,Lambert Wilson,the Merovingian,supporting,self-professed trafficker of information who encountered Neo prior to the end of the Machine War and now seeks revenge
The Matrix Resurrections,Christina Ricci,Gwyn de Vere,supporting,business executive at Thomas' video game company
The Matrix Resurrections,Telma Hopkins,Freya,minor,head of botany in Io
The Matrix Resurrections,Chad Stahelski,Chad,supporting,Tiffany's husband
The Matrix Resurrections,Andrew Lewis Caldwell,Jude,minor,
The Matrix Resurrections,Ellen Hollman,Echo,minor,
The Matrix Resurrections,Julian Grey,Brandon,minor,one of Tiffany's sons
The Matrix Resurrections,Gaige Chat,Donnie,minor,one of Tiffany's sons
Flash Gordon,Sam J. Jones,Flash Gordon,main,
Flash Gordon,Melody Anderson,Dale Arden,supporting,
Flash Gordon,Max von Sydow,Emperor Ming the Merciless,main,
Flash Gordon,Topol,Hans Zarkov,supporting,
Flash Gordon,Ornella Muti,Princess Aura,supporting,
Flash Gordon,Timothy Dalton,Prince Barin,supporting,
Flash Gordon,Brian Blessed,Prince Vultan,supporting,
Flash Gordon,Peter Wyngarde,General Klytus,supporting,
Flash Gordon,Mariangela Melato,General Kala,supporting,
Flash Gordon,Richard O'Brien as Fico,Fico,minor,
Flash Gordon,John Osborne as Arborian Priest,Arborian Priest,minor,
Flash Gordon,Philip Stone as Zogi the High Priest,Zogi the High Priest,minor,
Flash Gordon,John Hallam as General Luro,General Luro,minor,
Flash Gordon,Suzanne Danielle as Serving Girl,Serving girl,minor,
Flash Gordon,John Morton,Airline pilot,supporting,
Flash Gordon,"William Hootkins as Munson, Dr. Zarkov's assistant",Munson,supporting,Dr. Zarkov's assistant
Flash Gordon,Robbie Coltrane,Man at Airfield,supporting,
Flash Gordon,Peter Duncan,Young Treeman,minor,
Flash Gordon,John Hollis,Klytus Observer No. 2,minor,
Flash Gordon,Leon Greene,Colonel of Battle Control Room,minor,
Flash Gordon,Tony Scannell,Ming's officer,minor,
Flash Gordon,Bogdan Kominowski,lieutenant of Ming's Air Force,minor,
Flash Gordon,George Harris as Prince Thun,Prince Thun,minor,
Flash Gordon,Deep Roy,Fellini,supporting,Princess Aura's pet
Flash Gordon,Bob Goody,Azurian Man,minor,
Flash Gordon,Kenny Baker,Dwarf,supporting,
Flash Gordon,Malcolm Dixon,Dwarf,minor,
